[001]Pressure   [002]radm   [003]AVmax   [004]I(C+, 158 um)   [005]I(O, 145 um)
3.5000e+05   3.5000e+00   2.0000e+00   1.0596e-05   9.1337e-08
3.5000e+05   3.5000e+01   2.0000e+00   7.8976e-05   2.7846e-06
3.5000e+05   3.5000e+02   2.0000e+00   1.8681e-04   1.4917e-05
3.5000e+05   3.5000e+03   2.0000e+00   2.6903e-04   2.9770e-05
3.5000e+05   3.5000e+04   2.0000e+00   2.9534e-04   3.4132e-05
3.5000e+06   1.0000e+00   2.0000e+00   1.7589e-07   1.2178e-08
3.5000e+06   1.0000e+01   2.0000e+00   6.0049e-06   7.9312e-07
3.5000e+06   1.0000e+02   2.0000e+00   9.1118e-05   1.9485e-05
3.5000e+06   1.0000e+03   2.0000e+00   2.8479e-04   1.0907e-04
3.5000e+06   1.0000e+04   2.0000e+00   5.0012e-04   2.3430e-04
3.5000e+06   1.0000e+05   2.0000e+00   5.7073e-04   2.9370e-04
3.5000e+06   3.5000e+00   2.0000e+00   1.1149e-06   1.2526e-07
3.5000e+06   3.5000e+01   2.0000e+00   3.3592e-05   5.2591e-06
3.5000e+06   3.5000e+02   2.0000e+00   1.9000e-04   5.9918e-05
3.5000e+06   3.5000e+03   2.0000e+00   4.0506e-04   1.7725e-04
3.5000e+06   3.5000e+04   2.0000e+00   5.5680e-04   2.8359e-04
3.5000e+07   1.0000e+00   2.0000e+00   6.1331e-10   2.5888e-10
3.5000e+07   1.0000e+01   2.0000e+00   1.8746e-07   8.9434e-08
3.5000e+07   1.0000e+02   2.0000e+00   1.2140e-05   8.6413e-06
3.5000e+07   1.0000e+03   2.0000e+00   1.4817e-04   1.7466e-04
3.5000e+07   1.0000e+04   2.0000e+00   3.9262e-04   5.9921e-04
3.5000e+07   1.0000e+05   2.0000e+00   6.3845e-04   1.0409e-03
3.5000e+07   3.5000e+00   2.0000e+00   1.4790e-08   3.8496e-09
3.5000e+07   3.5000e+01   2.0000e+00   2.0760e-06   1.3824e-06
3.5000e+07   3.5000e+02   2.0000e+00   6.2769e-05   5.7198e-05
3.5000e+07   3.5000e+03   2.0000e+00   2.7555e-04   3.8839e-04
3.5000e+07   3.5000e+04   2.0000e+00   5.3699e-04   8.5873e-04
3.5000e+08   1.0000e+00   2.0000e+00   1.0115e-11   7.5141e-11
3.5000e+08   1.0000e+01   2.0000e+00   9.0127e-10   1.6397e-09
3.5000e+08   1.0000e+02   2.0000e+00   5.8565e-07   1.5048e-06
3.5000e+08   1.0000e+03   2.0000e+00   2.9929e-05   1.1075e-04
3.5000e+08   1.0000e+04   2.0000e+00   1.6045e-04   5.9023e-04
3.5000e+08   1.0000e+05   2.0000e+00   3.8420e-04   1.2858e-03
3.5000e+08   3.5000e+00   2.0000e+00   6.2748e-11   4.0424e-10
3.5000e+08   3.5000e+01   2.0000e+00   4.2914e-08   5.8959e-08
3.5000e+08   3.5000e+02   2.0000e+00   6.5257e-06   2.2348e-05
3.5000e+08   3.5000e+03   2.0000e+00   8.5460e-05   3.2936e-04
3.5000e+08   3.5000e+04   2.0000e+00   2.7576e-04   9.6239e-04
1.0000e+05   1.0000e+00   2.0000e+01   4.7045e-06   6.4902e-09
1.0000e+05   1.0000e+01   2.0000e+01   3.1869e-05   3.2832e-07
1.0000e+05   1.0000e+02   2.0000e+01   8.2036e-05   3.2222e-06
1.0000e+05   1.0000e+03   2.0000e+01   1.3416e-04   7.5295e-06
1.0000e+05   1.0000e+04   2.0000e+01   1.9822e-04   1.0536e-05
1.0000e+05   1.0000e+05   2.0000e+01   2.7582e-04   2.0055e-05
1.0000e+05   3.5000e+00   2.0000e+01   1.3987e-05   4.0675e-08
1.0000e+05   3.5000e+01   2.0000e+01   5.8752e-05   1.5619e-06
1.0000e+05   3.5000e+02   2.0000e+01   1.0966e-04   5.5350e-06
1.0000e+05   3.5000e+03   2.0000e+01   1.6706e-04   9.5294e-06
1.0000e+05   3.5000e+04   2.0000e+01   2.3895e-04   1.1994e-05
1.0000e+06   1.0000e+00   2.0000e+01   1.1987e-06   3.2860e-08
1.0000e+06   1.0000e+01   2.0000e+01   2.0441e-05   8.3833e-07
1.0000e+06   1.0000e+02   2.0000e+01   1.3200e-04   1.3640e-05
1.0000e+06   1.0000e+03   2.0000e+01   2.9044e-04   5.0683e-05
1.0000e+06   1.0000e+04   2.0000e+01   4.6291e-04   9.7038e-05
1.0000e+06   1.0000e+05   2.0000e+01   6.4700e-04   1.3605e-04
1.0000e+06   3.5000e+00   2.0000e+01   5.3364e-06   1.8323e-07
1.0000e+06   3.5000e+01   2.0000e+01   6.9695e-05   4.5288e-06
1.0000e+06   3.5000e+02   2.0000e+01   2.1565e-04   3.1674e-05
1.0000e+06   3.5000e+03   2.0000e+01   3.8275e-04   7.5774e-05
1.0000e+06   3.5000e+04   2.0000e+01   5.6205e-04   1.2004e-04
1.0000e+07   1.0000e+00   2.0000e+01   1.9178e-08   1.5609e-09
1.0000e+07   1.0000e+01   2.0000e+01   1.4223e-06   4.1654e-07
1.0000e+07   1.0000e+02   2.0000e+01   4.5782e-05   1.7754e-05
1.0000e+07   1.0000e+03   2.0000e+01   2.3555e-04   1.6832e-04
1.0000e+07   1.0000e+04   2.0000e+01   4.8805e-04   4.4291e-04
1.0000e+07   1.0000e+05   2.0000e+01   7.5748e-04   7.4349e-04
1.0000e+07   1.9000e+02   2.0000e+01   8.5938e-05   4.0410e-05
1.0000e+07   1.9000e+03   2.0000e+01   3.0272e-04   2.3722e-04
1.0000e+07   1.9000e+04   2.0000e+01   5.6243e-04   5.2840e-04
1.0000e+07   3.5000e+00   2.0000e+01   2.0144e-07   4.1957e-08
1.0000e+07   3.5000e+01   2.0000e+01   1.1342e-05   3.7621e-06
1.0000e+07   3.5000e+02   2.0000e+01   1.3531e-04   7.6728e-05
1.0000e+07   3.5000e+03   2.0000e+01   3.6938e-04   3.0933e-04
1.0000e+07   3.5000e+04   2.0000e+01   6.3402e-04   6.0984e-04
1.0000e+07   6.7000e+02   2.0000e+01   1.9562e-04   1.2980e-04
1.0000e+07   6.7000e+03   2.0000e+01   4.4226e-04   3.9084e-04
1.0000e+07   6.7000e+04   2.0000e+01   7.1042e-04   6.9371e-04
1.0000e+08   1.0000e+00   2.0000e+01   5.6748e-11   1.6841e-10
1.0000e+08   1.0000e+01   2.0000e+01   2.3222e-08   1.4490e-08
1.0000e+08   1.0000e+02   2.0000e+01   3.8257e-06   5.8565e-06
1.0000e+08   1.0000e+03   2.0000e+01   9.1312e-05   1.8004e-04
1.0000e+08   1.0000e+04   2.0000e+01   3.0421e-04   7.1998e-04
1.0000e+08   1.0000e+05   2.0000e+01   5.4966e-04   1.4155e-03
1.0000e+08   1.9000e+02   2.0000e+01   1.1481e-05   1.8690e-05
1.0000e+08   1.9000e+03   2.0000e+01   1.4301e-04   3.0296e-04
1.0000e+08   1.9000e+04   2.0000e+01   3.7216e-04   9.0770e-04
1.0000e+08   3.5000e+00   2.0000e+01   7.6281e-10   9.6104e-10
1.0000e+08   3.5000e+01   2.0000e+01   5.0189e-07   6.3323e-07
1.0000e+08   3.5000e+02   2.0000e+01   2.8912e-05   5.0008e-05
1.0000e+08   3.5000e+03   2.0000e+01   1.9854e-04   4.4211e-04
1.0000e+08   3.5000e+04   2.0000e+01   4.3747e-04   1.0927e-03
1.0000e+08   6.7000e+02   2.0000e+01   6.3261e-05   1.1843e-04
1.0000e+08   6.7000e+03   2.0000e+01   2.6277e-04   6.0891e-04
1.0000e+08   6.7000e+04   2.0000e+01   5.0693e-04   1.2924e-03
1.0000e+09   1.0000e+00   2.0000e+01   2.1835e-12   4.7076e-11
1.0000e+09   1.0000e+01   2.0000e+01   1.5410e-10   8.1020e-10
1.0000e+09   1.0000e+02   2.0000e+01   8.2849e-08   2.6298e-07
1.0000e+09   1.0000e+03   2.0000e+01   9.7991e-06   7.0663e-05
1.0000e+09   1.0000e+04   2.0000e+01   8.4503e-05   4.9022e-04
1.0000e+09   1.0000e+05   2.0000e+01   2.8581e-04   1.2454e-03
1.0000e+09   1.9000e+02   2.0000e+01   4.2556e-07   2.0938e-06
1.0000e+09   1.9000e+03   2.0000e+01   2.0310e-05   1.4884e-04
1.0000e+09   1.9000e+04   2.0000e+01   1.3064e-04   6.7629e-04
1.0000e+09   3.5000e+00   2.0000e+01   1.3940e-11   1.8721e-10
1.0000e+09   3.5000e+01   2.0000e+01   4.3586e-09   7.3049e-09
1.0000e+09   3.5000e+02   2.0000e+01   1.6087e-06   1.0259e-05
1.0000e+09   3.5000e+03   2.0000e+01   3.5504e-05   2.5000e-04
1.0000e+09   3.5000e+04   2.0000e+01   1.8296e-04   8.7339e-04
1.0000e+09   6.7000e+02   2.0000e+01   5.3257e-06   3.7672e-05
1.0000e+09   6.7000e+03   2.0000e+01   6.1791e-05   3.8874e-04
1.0000e+09   6.7000e+04   2.0000e+01   2.4507e-04   1.0995e-03
1.9000e+07   1.0000e+02   2.0000e+01   2.5228e-05   1.3842e-05
1.9000e+07   1.0000e+03   2.0000e+01   1.9517e-04   1.8948e-04
1.9000e+07   1.0000e+04   2.0000e+01   4.5240e-04   5.6491e-04
1.9000e+07   1.0000e+05   2.0000e+01   7.3237e-04   9.9442e-04
1.9000e+07   1.9000e+02   2.0000e+01   5.5249e-05   3.5098e-05
1.9000e+07   1.9000e+03   2.0000e+01   2.6256e-04   2.8154e-04
1.9000e+07   1.9000e+04   2.0000e+01   5.2960e-04   6.8521e-04
1.9000e+07   3.5000e+02   2.0000e+01   9.8338e-05   7.4443e-05
1.9000e+07   3.5000e+03   2.0000e+01   3.3036e-04   3.7970e-04
1.9000e+07   3.5000e+04   2.0000e+01   6.0406e-04   8.0094e-04
1.9000e+07   6.7000e+02   2.0000e+01   1.5578e-04   1.3944e-04
1.9000e+07   6.7000e+03   2.0000e+01   4.0517e-04   4.9225e-04
1.9000e+07   6.7000e+04   2.0000e+01   6.8345e-04   9.2196e-04
1.9000e+08   1.0000e+02   2.0000e+01   1.6360e-06   3.6016e-06
1.9000e+08   1.0000e+03   2.0000e+01   5.6625e-05   1.5804e-04
1.9000e+08   1.0000e+04   2.0000e+01   2.2573e-04   6.9567e-04
1.9000e+08   1.0000e+05   2.0000e+01   4.5811e-04   1.4391e-03
1.9000e+08   1.9000e+02   2.0000e+01   5.4253e-06   1.3219e-05
1.9000e+08   1.9000e+03   2.0000e+01   9.3649e-05   2.7555e-04
1.9000e+08   1.9000e+04   2.0000e+01   2.8700e-04   8.9200e-04
1.9000e+08   3.5000e+02   2.0000e+01   1.5167e-05   3.8988e-05
1.9000e+08   3.5000e+03   2.0000e+01   1.3626e-04   4.1229e-04
1.9000e+08   3.5000e+04   2.0000e+01   3.4820e-04   1.0886e-03
1.9000e+08   6.7000e+02   2.0000e+01   3.7344e-05   1.0047e-04
1.9000e+08   6.7000e+03   2.0000e+01   1.8969e-04   5.8119e-04
1.9000e+08   6.7000e+04   2.0000e+01   4.1552e-04   1.3041e-03
3.5000e+05   1.0000e+00   2.0000e+01   2.9997e-06   2.0186e-08
3.5000e+05   1.0000e+01   2.0000e+01   3.1726e-05   4.7646e-07
3.5000e+05   1.0000e+02   2.0000e+01   1.2501e-04   7.3678e-06
3.5000e+05   1.0000e+03   2.0000e+01   2.3356e-04   2.2267e-05
3.5000e+05   1.0000e+04   2.0000e+01   3.5272e-04   3.8214e-05
3.5000e+05   1.0000e+05   2.0000e+01   4.8690e-04   5.2553e-05
3.5000e+05   3.5000e+00   2.0000e+01   1.0576e-05   9.5317e-08
3.5000e+05   3.5000e+01   2.0000e+01   7.8564e-05   2.8142e-06
3.5000e+05   3.5000e+02   2.0000e+01   1.8291e-04   1.4913e-05
3.5000e+05   3.5000e+03   2.0000e+01   2.9653e-04   3.1293e-05
3.5000e+05   3.5000e+04   2.0000e+01   4.2414e-04   4.5217e-05
3.5000e+06   1.0000e+00   2.0000e+01   1.7567e-07   1.2921e-08
3.5000e+06   1.0000e+01   2.0000e+01   6.0872e-06   8.3220e-07
3.5000e+06   1.0000e+02   2.0000e+01   9.2101e-05   2.0154e-05
3.5000e+06   1.0000e+03   2.0000e+01   2.8728e-04   1.1160e-04
3.5000e+06   1.0000e+04   2.0000e+01   5.1449e-04   2.4796e-04
3.5000e+06   1.0000e+05   2.0000e+01   7.5266e-04   3.8388e-04
3.5000e+06   3.5000e+00   2.0000e+01   1.1234e-06   1.3190e-07
3.5000e+06   3.5000e+01   2.0000e+01   3.4025e-05   5.4793e-06
3.5000e+06   3.5000e+02   2.0000e+01   1.9175e-04   6.1451e-05
3.5000e+06   3.5000e+03   2.0000e+01   4.0879e-04   1.8299e-04
3.5000e+06   3.5000e+04   2.0000e+01   6.4360e-04   3.2533e-04
3.5000e+07   1.0000e+00   2.0000e+01   5.6632e-10   2.8846e-10
3.5000e+07   1.0000e+01   2.0000e+01   2.0052e-07   1.0586e-07
3.5000e+07   1.0000e+02   2.0000e+01   1.3185e-05   1.0406e-05
3.5000e+07   1.0000e+03   2.0000e+01   1.5591e-04   1.9534e-04
3.5000e+07   1.0000e+04   2.0000e+01   4.0896e-04   6.5662e-04
3.5000e+07   1.0000e+05   2.0000e+01   6.8775e-04   1.2073e-03
3.5000e+07   1.9000e+02   2.0000e+01   3.3047e-05   2.8643e-05
3.5000e+07   1.9000e+03   2.0000e+01   2.2095e-04   3.0563e-04
3.5000e+07   1.9000e+04   2.0000e+01   4.8619e-04   8.0864e-04
3.5000e+07   3.5000e+00   2.0000e+01   1.5102e-08   4.3251e-09
3.5000e+07   3.5000e+01   2.0000e+01   2.2539e-06   1.6639e-06
3.5000e+07   3.5000e+02   2.0000e+01   6.7182e-05   6.6705e-05
3.5000e+07   3.5000e+03   2.0000e+01   2.8753e-04   4.2581e-04
3.5000e+07   3.5000e+04   2.0000e+01   5.6044e-04   9.5617e-04
3.5000e+07   6.7000e+02   2.0000e+01   1.1872e-04   1.3732e-04
3.5000e+07   6.7000e+03   2.0000e+01   3.6178e-04   5.6549e-04
3.5000e+07   6.7000e+04   2.0000e+01   6.3938e-04   1.1127e-03
3.5000e+08   1.0000e+00   2.0000e+01   8.3957e-12   8.4617e-11
3.5000e+08   1.0000e+01   2.0000e+01   8.6328e-10   1.7555e-09
3.5000e+08   1.0000e+02   2.0000e+01   6.4505e-07   1.8361e-06
3.5000e+08   1.0000e+03   2.0000e+01   3.2120e-05   1.2906e-04
3.5000e+08   1.0000e+04   2.0000e+01   1.6242e-04   6.3937e-04
3.5000e+08   1.0000e+05   2.0000e+01   3.8664e-04   1.4060e-03
3.5000e+08   1.9000e+02   2.0000e+01   2.4164e-06   8.2988e-06
3.5000e+08   1.9000e+03   2.0000e+01   5.6293e-05   2.3495e-04
3.5000e+08   1.9000e+04   2.0000e+01   2.1905e-04   8.3763e-04
3.5000e+08   3.5000e+00   2.0000e+01   5.5275e-11   4.4210e-10
3.5000e+08   3.5000e+01   2.0000e+01   4.4646e-08   6.5489e-08
3.5000e+08   3.5000e+02   2.0000e+01   7.3835e-06   2.7685e-05
3.5000e+08   3.5000e+03   2.0000e+01   8.7235e-05   3.6278e-04
3.5000e+08   3.5000e+04   2.0000e+01   2.7781e-04   1.0395e-03
3.5000e+08   6.7000e+02   2.0000e+01   2.0189e-05   7.8715e-05
3.5000e+08   6.7000e+03   2.0000e+01   1.3069e-04   5.2603e-04
3.5000e+08   6.7000e+04   2.0000e+01   3.4407e-04   1.2640e-03
6.7000e+07   1.0000e+02   2.0000e+01   6.2394e-06   7.4329e-06
6.7000e+07   1.0000e+03   2.0000e+01   1.1533e-04   1.8900e-04
6.7000e+07   1.0000e+04   2.0000e+01   3.4969e-04   7.1137e-04
6.7000e+07   1.0000e+05   2.0000e+01   6.1031e-04   1.3637e-03
6.7000e+07   1.9000e+02   2.0000e+01   1.7593e-05   2.2267e-05
6.7000e+07   1.9000e+03   2.0000e+01   1.7393e-04   3.1031e-04
6.7000e+07   1.9000e+04   2.0000e+01   4.2252e-04   8.8906e-04
6.7000e+07   3.5000e+02   2.0000e+01   4.1065e-05   5.6515e-05
6.7000e+07   3.5000e+03   2.0000e+01   2.3535e-04   4.4556e-04
6.7000e+07   3.5000e+04   2.0000e+01   4.9220e-04   1.0631e-03
6.7000e+07   6.7000e+02   2.0000e+01   8.2824e-05   1.2722e-04
6.7000e+07   6.7000e+03   2.0000e+01   3.0509e-04   6.0568e-04
6.7000e+07   6.7000e+04   2.0000e+01   5.6564e-04   1.2496e-03
6.7000e+08   1.0000e+02   2.0000e+01   1.9338e-07   6.2024e-07
6.7000e+08   1.0000e+03   2.0000e+01   1.5990e-05   9.3080e-05
6.7000e+08   1.0000e+04   2.0000e+01   1.1048e-04   5.5352e-04
6.7000e+08   1.0000e+05   2.0000e+01   3.2219e-04   1.3202e-03
6.7000e+08   1.9000e+02   2.0000e+01   8.7992e-07   3.9569e-06
6.7000e+08   1.9000e+03   2.0000e+01   3.0556e-05   1.8264e-04
6.7000e+08   1.9000e+04   2.0000e+01   1.6119e-04   7.4640e-04
6.7000e+08   3.5000e+02   2.0000e+01   3.0164e-06   1.6140e-05
6.7000e+08   3.5000e+03   2.0000e+01   5.1010e-05   2.9540e-04
6.7000e+08   3.5000e+04   2.0000e+01   2.1654e-04   9.4712e-04
6.7000e+08   6.7000e+02   2.0000e+01   9.2727e-06   5.2825e-05
6.7000e+08   6.7000e+03   2.0000e+01   8.3891e-05   4.4564e-04
6.7000e+08   6.7000e+04   2.0000e+01   2.8059e-04   1.1748e-03
1.0000e+07   1.0000e+02   2.5000e+01   4.5843e-05   1.7813e-05
1.0000e+07   1.0000e+03   2.5000e+01   2.3576e-04   1.6866e-04
1.0000e+07   1.0000e+04   2.5000e+01   4.8841e-04   4.4371e-04
1.0000e+07   1.0000e+05   2.5000e+01   7.5809e-04   7.4568e-04
1.0000e+07   1.9000e+02   2.5000e+01   8.6034e-05   4.0528e-05
1.0000e+07   1.9000e+03   2.5000e+01   3.0297e-04   2.3767e-04
1.0000e+07   1.9000e+04   2.5000e+01   5.6286e-04   5.2942e-04
1.0000e+07   3.5000e+02   2.5000e+01   1.3544e-04   7.6920e-05
1.0000e+07   3.5000e+03   2.5000e+01   3.6968e-04   3.0991e-04
1.0000e+07   3.5000e+04   2.5000e+01   6.3452e-04   6.1108e-04
1.0000e+07   6.7000e+02   2.5000e+01   1.9580e-04   1.3007e-04
1.0000e+07   6.7000e+03   2.5000e+01   4.4261e-04   3.9155e-04
1.0000e+07   6.7000e+04   2.5000e+01   7.1094e-04   6.9547e-04
1.0000e+08   1.0000e+02   2.5000e+01   3.8370e-06   5.8907e-06
1.0000e+08   1.0000e+03   2.5000e+01   9.1477e-05   1.8073e-04
1.0000e+08   1.0000e+04   2.5000e+01   3.0430e-04   7.2108e-04
1.0000e+08   1.0000e+05   2.5000e+01   5.4968e-04   1.4184e-03
1.0000e+08   1.9000e+02   2.5000e+01   1.1514e-05   1.8793e-05
1.0000e+08   1.9000e+03   2.5000e+01   1.4317e-04   3.0388e-04
1.0000e+08   1.9000e+04   2.5000e+01   3.7218e-04   9.0924e-04
1.0000e+08   3.5000e+02   2.5000e+01   2.8990e-05   5.0261e-05
1.0000e+08   3.5000e+03   2.5000e+01   1.9869e-04   4.4324e-04
1.0000e+08   3.5000e+04   2.5000e+01   4.3751e-04   1.0946e-03
1.0000e+08   6.7000e+02   2.5000e+01   6.3409e-05   1.1896e-04
1.0000e+08   6.7000e+03   2.5000e+01   2.6287e-04   6.0998e-04
1.0000e+08   6.7000e+04   2.5000e+01   5.0683e-04   1.2946e-03
1.0000e+09   1.0000e+02   2.5000e+01   8.2913e-08   2.6341e-07
1.0000e+09   1.0000e+03   2.5000e+01   9.8099e-06   7.0802e-05
1.0000e+09   1.0000e+04   2.5000e+01   8.4580e-05   4.9090e-04
1.0000e+09   1.0000e+05   2.5000e+01   2.8580e-04   1.2463e-03
1.0000e+09   1.9000e+02   2.5000e+01   4.2610e-07   2.0992e-06
1.0000e+09   1.9000e+03   2.5000e+01   2.0338e-05   1.4914e-04
1.0000e+09   1.9000e+04   2.5000e+01   1.3073e-04   6.7681e-04
1.0000e+09   3.5000e+02   2.5000e+01   1.6111e-06   1.0286e-05
1.0000e+09   3.5000e+03   2.5000e+01   3.5496e-05   2.5035e-04
1.0000e+09   3.5000e+04   2.5000e+01   1.8303e-04   8.7431e-04
1.0000e+09   6.7000e+02   2.5000e+01   5.3335e-06   3.7762e-05
1.0000e+09   6.7000e+03   2.5000e+01   6.1855e-05   3.8919e-04
1.0000e+09   6.7000e+04   2.5000e+01   2.4508e-04   1.1004e-03
1.9000e+07   1.0000e+02   2.5000e+01   2.5280e-05   1.3905e-05
1.9000e+07   1.0000e+03   2.5000e+01   1.9542e-04   1.9001e-04
1.9000e+07   1.0000e+04   2.5000e+01   4.5279e-04   5.6600e-04
1.9000e+07   1.0000e+05   2.5000e+01   7.3294e-04   9.9724e-04
1.9000e+07   1.9000e+02   2.5000e+01   5.5344e-05   3.5244e-05
1.9000e+07   1.9000e+03   2.5000e+01   2.6285e-04   2.8223e-04
1.9000e+07   1.9000e+04   2.5000e+01   5.3010e-04   6.8666e-04
1.9000e+07   3.5000e+02   2.5000e+01   9.8491e-05   7.4720e-05
1.9000e+07   3.5000e+03   2.5000e+01   3.3072e-04   3.8058e-04
1.9000e+07   3.5000e+04   2.5000e+01   6.0462e-04   8.0279e-04
1.9000e+07   6.7000e+02   2.5000e+01   1.5600e-04   1.3987e-04
1.9000e+07   6.7000e+03   2.5000e+01   4.0554e-04   4.9323e-04
1.9000e+07   6.7000e+04   2.5000e+01   6.8406e-04   9.2439e-04
1.9000e+08   1.0000e+02   2.5000e+01   1.6404e-06   3.6210e-06
1.9000e+08   1.0000e+03   2.5000e+01   5.6709e-05   1.5858e-04
1.9000e+08   1.0000e+04   2.5000e+01   2.2575e-04   6.9657e-04
1.9000e+08   1.0000e+05   2.5000e+01   4.5809e-04   1.4412e-03
1.9000e+08   1.9000e+02   2.5000e+01   5.4411e-06   1.3290e-05
1.9000e+08   1.9000e+03   2.5000e+01   9.3702e-05   2.7629e-04
1.9000e+08   1.9000e+04   2.5000e+01   2.8698e-04   8.9325e-04
1.9000e+08   3.5000e+02   2.5000e+01   1.5210e-05   3.9181e-05
1.9000e+08   3.5000e+03   2.5000e+01   1.3646e-04   4.1338e-04
1.9000e+08   3.5000e+04   2.5000e+01   3.4822e-04   1.0901e-03
1.9000e+08   6.7000e+02   2.5000e+01   3.7425e-05   1.0087e-04
1.9000e+08   6.7000e+03   2.5000e+01   1.8972e-04   5.8208e-04
1.9000e+08   6.7000e+04   2.5000e+01   4.1557e-04   1.3061e-03
3.5000e+07   1.0000e+02   2.5000e+01   1.3216e-05   1.0459e-05
3.5000e+07   1.0000e+03   2.5000e+01   1.5616e-04   1.9602e-04
3.5000e+07   1.0000e+04   2.5000e+01   4.0926e-04   6.5780e-04
3.5000e+07   1.0000e+05   2.5000e+01   6.8810e-04   1.2103e-03
3.5000e+07   1.9000e+02   2.5000e+01   3.3122e-05   2.8786e-05
3.5000e+07   1.9000e+03   2.5000e+01   2.2126e-04   3.0652e-04
3.5000e+07   1.9000e+04   2.5000e+01   4.8657e-04   8.1026e-04
3.5000e+07   3.5000e+02   2.5000e+01   6.7323e-05   6.7015e-05
3.5000e+07   3.5000e+03   2.5000e+01   2.8786e-04   4.2691e-04
3.5000e+07   3.5000e+04   2.5000e+01   5.6084e-04   9.5811e-04
3.5000e+07   6.7000e+02   2.5000e+01   1.1893e-04   1.3786e-04
3.5000e+07   6.7000e+03   2.5000e+01   3.6210e-04   5.6666e-04
3.5000e+07   6.7000e+04   2.5000e+01   6.3977e-04   1.1151e-03
3.5000e+08   1.0000e+02   2.5000e+01   6.4650e-07   1.8444e-06
3.5000e+08   1.0000e+03   2.5000e+01   3.2159e-05   1.2943e-04
3.5000e+08   1.0000e+04   2.5000e+01   1.6246e-04   6.4009e-04
3.5000e+08   1.0000e+05   2.5000e+01   3.8662e-04   1.4077e-03
3.5000e+08   1.9000e+02   2.5000e+01   2.4223e-06   8.3371e-06
3.5000e+08   1.9000e+03   2.5000e+01   5.6314e-05   2.3542e-04
3.5000e+08   1.9000e+04   2.5000e+01   2.1905e-04   8.3869e-04
3.5000e+08   3.5000e+02   2.5000e+01   7.4023e-06   2.7806e-05
3.5000e+08   3.5000e+03   2.5000e+01   8.7271e-05   3.6346e-04
3.5000e+08   3.5000e+04   2.5000e+01   2.7784e-04   1.0408e-03
3.5000e+08   6.7000e+02   2.5000e+01   2.0230e-05   7.8993e-05
3.5000e+08   6.7000e+03   2.5000e+01   1.3073e-04   5.2672e-04
3.5000e+08   6.7000e+04   2.5000e+01   3.4418e-04   1.2656e-03
6.7000e+07   1.0000e+02   2.5000e+01   6.2564e-06   7.4753e-06
6.7000e+07   1.0000e+03   2.5000e+01   1.1555e-04   1.8973e-04
6.7000e+07   1.0000e+04   2.5000e+01   3.4987e-04   7.1257e-04
6.7000e+07   1.0000e+05   2.5000e+01   6.1028e-04   1.3665e-03
6.7000e+07   1.9000e+02   2.5000e+01   1.7640e-05   2.2387e-05
6.7000e+07   1.9000e+03   2.5000e+01   1.7416e-04   3.1128e-04
6.7000e+07   1.9000e+04   2.5000e+01   4.2273e-04   8.9073e-04
6.7000e+07   3.5000e+02   2.5000e+01   4.1170e-05   5.6805e-05
6.7000e+07   3.5000e+03   2.5000e+01   2.3560e-04   4.4675e-04
6.7000e+07   3.5000e+04   2.5000e+01   4.9236e-04   1.0652e-03
6.7000e+07   6.7000e+02   2.5000e+01   8.3007e-05   1.2778e-04
6.7000e+07   6.7000e+03   2.5000e+01   3.0529e-04   6.0684e-04
6.7000e+07   6.7000e+04   2.5000e+01   5.6568e-04   1.2521e-03
6.7000e+08   1.0000e+02   2.5000e+01   1.9360e-07   6.2191e-07
6.7000e+08   1.0000e+03   2.5000e+01   1.6009e-05   9.3297e-05
6.7000e+08   1.0000e+04   2.5000e+01   1.1049e-04   5.5382e-04
6.7000e+08   1.0000e+05   2.5000e+01   3.2232e-04   1.3219e-03
6.7000e+08   1.9000e+02   2.5000e+01   8.8145e-07   3.9704e-06
6.7000e+08   1.9000e+03   2.5000e+01   3.0595e-05   1.8299e-04
6.7000e+08   1.9000e+04   2.5000e+01   1.6117e-04   7.4684e-04
6.7000e+08   3.5000e+02   2.5000e+01   3.0223e-06   1.6195e-05
6.7000e+08   3.5000e+03   2.5000e+01   5.1035e-05   2.9582e-04
6.7000e+08   3.5000e+04   2.5000e+01   2.1659e-04   9.4848e-04
6.7000e+08   6.7000e+02   2.5000e+01   9.2878e-06   5.2972e-05
6.7000e+08   6.7000e+03   2.5000e+01   8.3974e-05   4.4608e-04
6.7000e+08   6.7000e+04   2.5000e+01   2.8070e-04   1.1760e-03
1.0000e+05   1.0000e+00   3.0000e+01   4.7009e-06   6.5113e-09
1.0000e+05   1.0000e+01   3.0000e+01   3.1869e-05   3.2877e-07
1.0000e+05   1.0000e+02   3.0000e+01   8.2027e-05   3.2234e-06
1.0000e+05   1.0000e+03   3.0000e+01   1.3414e-04   7.5314e-06
1.0000e+05   1.0000e+04   3.0000e+01   1.9872e-04   1.0560e-05
1.0000e+05   1.0000e+05   3.0000e+01   2.7744e-04   2.0404e-05
1.0000e+05   3.5000e+00   3.0000e+01   1.3990e-05   4.0815e-08
1.0000e+05   3.5000e+01   3.0000e+01   5.8747e-05   1.5627e-06
1.0000e+05   3.5000e+02   3.0000e+01   1.0960e-04   5.5362e-06
1.0000e+05   3.5000e+03   3.0000e+01   1.6700e-04   9.5342e-06
1.0000e+05   3.5000e+04   3.0000e+01   2.3986e-04   1.2078e-05
1.0000e+06   1.0000e+00   3.0000e+01   1.1973e-06   3.2969e-08
