[001]Pressure   [002]radm   [003]AVmax   [004]I(C+, 158 um)   [005]I(O, 145 um)
1.0000e+06   1.0000e+01   3.0000e+01   2.0446e-05   8.3973e-07
1.0000e+06   1.0000e+02   3.0000e+01   1.3203e-04   1.3654e-05
1.0000e+06   1.0000e+03   3.0000e+01   2.9051e-04   5.0730e-05
1.0000e+06   1.0000e+04   3.0000e+01   4.6314e-04   9.7221e-05
1.0000e+06   1.0000e+05   3.0000e+01   6.4746e-04   1.3688e-04
1.0000e+06   3.5000e+00   3.0000e+01   5.3359e-06   1.8365e-07
1.0000e+06   3.5000e+01   3.0000e+01   6.9712e-05   4.5345e-06
1.0000e+06   3.5000e+02   3.0000e+01   2.1566e-04   3.1693e-05
1.0000e+06   3.5000e+03   3.0000e+01   3.8271e-04   7.5851e-05
1.0000e+06   3.5000e+04   3.0000e+01   5.6246e-04   1.2041e-04
1.0000e+07   1.0000e+00   3.0000e+01   1.9211e-08   1.5785e-09
1.0000e+07   1.0000e+01   3.0000e+01   1.4269e-06   4.1958e-07
1.0000e+07   1.0000e+02   3.0000e+01   4.5892e-05   1.7862e-05
1.0000e+07   1.0000e+03   3.0000e+01   2.3592e-04   1.6892e-04
1.0000e+07   1.0000e+04   3.0000e+01   4.8872e-04   4.4438e-04
1.0000e+07   1.0000e+05   3.0000e+01   7.5827e-04   7.4704e-04
1.0000e+07   1.9000e+02   3.0000e+01   8.6116e-05   4.0626e-05
1.0000e+07   1.9000e+03   3.0000e+01   3.0316e-04   2.3801e-04
1.0000e+07   1.9000e+04   3.0000e+01   5.6320e-04   5.3023e-04
1.0000e+07   3.5000e+00   3.0000e+01   2.0189e-07   4.2312e-08
1.0000e+07   3.5000e+01   3.0000e+01   1.1374e-05   3.7869e-06
1.0000e+07   3.5000e+02   3.0000e+01   1.3555e-04   7.7073e-05
1.0000e+07   3.5000e+03   3.0000e+01   3.6991e-04   3.1035e-04
1.0000e+07   3.5000e+04   3.0000e+01   6.3487e-04   6.1213e-04
1.0000e+07   6.7000e+02   3.0000e+01   1.9594e-04   1.3029e-04
1.0000e+07   6.7000e+03   3.0000e+01   4.4289e-04   3.9214e-04
1.0000e+07   6.7000e+04   3.0000e+01   7.1134e-04   6.9690e-04
1.0000e+08   1.0000e+00   3.0000e+01   5.5884e-11   1.6972e-10
1.0000e+08   1.0000e+01   3.0000e+01   2.3257e-08   1.4570e-08
1.0000e+08   1.0000e+02   3.0000e+01   3.8472e-06   5.9218e-06
1.0000e+08   1.0000e+03   3.0000e+01   9.1633e-05   1.8139e-04
1.0000e+08   1.0000e+04   3.0000e+01   3.0439e-04   7.2221e-04
1.0000e+08   1.0000e+05   3.0000e+01   5.4957e-04   1.4206e-03
1.0000e+08   1.9000e+02   3.0000e+01   1.1548e-05   1.8899e-05
1.0000e+08   1.9000e+03   3.0000e+01   1.4333e-04   3.0473e-04
1.0000e+08   1.9000e+04   3.0000e+01   3.7226e-04   9.1057e-04
1.0000e+08   3.5000e+00   3.0000e+01   7.6079e-10   9.6619e-10
1.0000e+08   3.5000e+01   3.0000e+01   5.0433e-07   6.3984e-07
1.0000e+08   3.5000e+02   3.0000e+01   2.9079e-05   5.0541e-05
1.0000e+08   3.5000e+03   3.0000e+01   1.9884e-04   4.4425e-04
1.0000e+08   3.5000e+04   3.0000e+01   4.3748e-04   1.0961e-03
1.0000e+08   6.7000e+02   3.0000e+01   6.3546e-05   1.1948e-04
1.0000e+08   6.7000e+03   3.0000e+01   2.6301e-04   6.1117e-04
1.0000e+08   6.7000e+04   3.0000e+01   5.0683e-04   1.2966e-03
1.0000e+09   1.0000e+00   3.0000e+01   2.1418e-12   4.6928e-11
1.0000e+09   1.0000e+01   3.0000e+01   1.5368e-10   8.1185e-10
1.0000e+09   1.0000e+02   3.0000e+01   8.2976e-08   2.6380e-07
1.0000e+09   1.0000e+03   3.0000e+01   9.8274e-06   7.0968e-05
1.0000e+09   1.0000e+04   3.0000e+01   8.4597e-05   4.9097e-04
1.0000e+09   1.0000e+05   3.0000e+01   2.8589e-04   1.2474e-03
1.0000e+09   1.9000e+02   3.0000e+01   4.2559e-07   2.1010e-06
1.0000e+09   1.9000e+03   3.0000e+01   2.0359e-05   1.4934e-04
1.0000e+09   1.9000e+04   3.0000e+01   1.3073e-04   6.7734e-04
1.0000e+09   3.5000e+00   3.0000e+01   1.3716e-11   1.8787e-10
1.0000e+09   3.5000e+01   3.0000e+01   4.3580e-09   7.3140e-09
1.0000e+09   3.5000e+02   3.0000e+01   1.6131e-06   1.0310e-05
1.0000e+09   3.5000e+03   3.0000e+01   3.5543e-05   2.5079e-04
1.0000e+09   3.5000e+04   3.0000e+01   1.8310e-04   8.7489e-04
1.0000e+09   6.7000e+02   3.0000e+01   5.3404e-06   3.7840e-05
1.0000e+09   6.7000e+03   3.0000e+01   6.1835e-05   3.8950e-04
1.0000e+09   6.7000e+04   3.0000e+01   2.4511e-04   1.1011e-03
1.9000e+07   1.0000e+02   3.0000e+01   2.5306e-05   1.3958e-05
1.9000e+07   1.0000e+03   3.0000e+01   1.9561e-04   1.9043e-04
1.9000e+07   1.0000e+04   3.0000e+01   4.5315e-04   5.6696e-04
1.9000e+07   1.0000e+05   3.0000e+01   7.3339e-04   9.9939e-04
1.9000e+07   1.9000e+02   3.0000e+01   5.5430e-05   3.5378e-05
1.9000e+07   1.9000e+03   3.0000e+01   2.6308e-04   2.8278e-04
1.9000e+07   1.9000e+04   3.0000e+01   5.3045e-04   6.8776e-04
1.9000e+07   3.5000e+02   3.0000e+01   9.8620e-05   7.4955e-05
1.9000e+07   3.5000e+03   3.0000e+01   3.3098e-04   3.8126e-04
1.9000e+07   3.5000e+04   3.0000e+01   6.0495e-04   8.0406e-04
1.9000e+07   6.7000e+02   3.0000e+01   1.5617e-04   1.4023e-04
1.9000e+07   6.7000e+03   3.0000e+01   4.0585e-04   4.9410e-04
1.9000e+07   6.7000e+04   3.0000e+01   6.8447e-04   9.2608e-04
1.9000e+08   1.0000e+02   3.0000e+01   1.6443e-06   3.6378e-06
1.9000e+08   1.0000e+03   3.0000e+01   5.6800e-05   1.5914e-04
1.9000e+08   1.0000e+04   3.0000e+01   2.2577e-04   6.9750e-04
1.9000e+08   1.0000e+05   3.0000e+01   4.5800e-04   1.4433e-03
1.9000e+08   1.9000e+02   3.0000e+01   5.4547e-06   1.3353e-05
1.9000e+08   1.9000e+03   3.0000e+01   9.3778e-05   2.7702e-04
1.9000e+08   1.9000e+04   3.0000e+01   2.8699e-04   8.9440e-04
1.9000e+08   3.5000e+02   3.0000e+01   1.5254e-05   3.9376e-05
1.9000e+08   3.5000e+03   3.0000e+01   1.3652e-04   4.1426e-04
1.9000e+08   3.5000e+04   3.0000e+01   3.4815e-04   1.0915e-03
1.9000e+08   6.7000e+02   3.0000e+01   3.7515e-05   1.0131e-04
1.9000e+08   6.7000e+03   3.0000e+01   1.8975e-04   5.8306e-04
1.9000e+08   6.7000e+04   3.0000e+01   4.1547e-04   1.3078e-03
3.5000e+05   1.0000e+00   3.0000e+01   2.9966e-06   2.0252e-08
3.5000e+05   1.0000e+01   3.0000e+01   3.1723e-05   4.7715e-07
3.5000e+05   1.0000e+02   3.0000e+01   1.2502e-04   7.3719e-06
3.5000e+05   1.0000e+03   3.0000e+01   2.3355e-04   2.2277e-05
3.5000e+05   1.0000e+04   3.0000e+01   3.5296e-04   3.8268e-05
3.5000e+05   1.0000e+05   3.0000e+01   4.8755e-04   5.2976e-05
3.5000e+05   3.5000e+00   3.0000e+01   1.0577e-05   9.5591e-08
3.5000e+05   3.5000e+01   3.0000e+01   7.8566e-05   2.8165e-06
3.5000e+05   3.5000e+02   3.0000e+01   1.8294e-04   1.4920e-05
3.5000e+05   3.5000e+03   3.0000e+01   2.9654e-04   3.1315e-05
3.5000e+05   3.5000e+04   3.0000e+01   4.2452e-04   4.5372e-05
3.5000e+06   1.0000e+00   3.0000e+01   1.7571e-07   1.3017e-08
3.5000e+06   1.0000e+01   3.0000e+01   6.0943e-06   8.3509e-07
3.5000e+06   1.0000e+02   3.0000e+01   9.2184e-05   2.0207e-05
3.5000e+06   1.0000e+03   3.0000e+01   2.8749e-04   1.1181e-04
3.5000e+06   1.0000e+04   3.0000e+01   5.1494e-04   2.4864e-04
3.5000e+06   1.0000e+05   3.0000e+01   7.5338e-04   3.8586e-04
3.5000e+06   3.5000e+00   3.0000e+01   1.1243e-06   1.3247e-07
3.5000e+06   3.5000e+01   3.0000e+01   3.4061e-05   5.4961e-06
3.5000e+06   3.5000e+02   3.0000e+01   1.9190e-04   6.1572e-05
3.5000e+06   3.5000e+03   3.0000e+01   4.0911e-04   1.8337e-04
3.5000e+06   3.5000e+04   3.0000e+01   6.4420e-04   3.2652e-04
3.5000e+07   1.0000e+00   3.0000e+01   5.6174e-10   2.9009e-10
3.5000e+07   1.0000e+01   3.0000e+01   2.0125e-07   1.0687e-07
3.5000e+07   1.0000e+02   3.0000e+01   1.3248e-05   1.0516e-05
3.5000e+07   1.0000e+03   3.0000e+01   1.5637e-04   1.9659e-04
3.5000e+07   1.0000e+04   3.0000e+01   4.0955e-04   6.5894e-04
3.5000e+07   1.0000e+05   3.0000e+01   6.8838e-04   1.2127e-03
3.5000e+07   1.9000e+02   3.0000e+01   3.3198e-05   2.8932e-05
3.5000e+07   1.9000e+03   3.0000e+01   2.2150e-04   3.0726e-04
3.5000e+07   1.9000e+04   3.0000e+01   4.8689e-04   8.1160e-04
3.5000e+07   3.5000e+00   3.0000e+01   1.5136e-08   4.3662e-09
3.5000e+07   3.5000e+01   3.0000e+01   2.2638e-06   1.6809e-06
3.5000e+07   3.5000e+02   3.0000e+01   6.7455e-05   6.7306e-05
3.5000e+07   3.5000e+03   3.0000e+01   2.8814e-04   4.2780e-04
3.5000e+07   3.5000e+04   3.0000e+01   5.6118e-04   9.5976e-04
3.5000e+07   6.7000e+02   3.0000e+01   1.1911e-04   1.3833e-04
3.5000e+07   6.7000e+03   3.0000e+01   3.6240e-04   5.6775e-04
3.5000e+07   6.7000e+04   3.0000e+01   6.4008e-04   1.1172e-03
3.5000e+08   1.0000e+00   3.0000e+01   8.2451e-12   8.4906e-11
3.5000e+08   1.0000e+01   3.0000e+01   8.5977e-10   1.7610e-09
3.5000e+08   1.0000e+02   3.0000e+01   6.4770e-07   1.8513e-06
3.5000e+08   1.0000e+03   3.0000e+01   3.2194e-05   1.2979e-04
3.5000e+08   1.0000e+04   3.0000e+01   1.6243e-04   6.4089e-04
3.5000e+08   1.0000e+05   3.0000e+01   3.8667e-04   1.4096e-03
3.5000e+08   1.9000e+02   3.0000e+01   2.4274e-06   8.3702e-06
3.5000e+08   1.9000e+03   3.0000e+01   5.6357e-05   2.3598e-04
3.5000e+08   1.9000e+04   3.0000e+01   2.1907e-04   8.3959e-04
3.5000e+08   3.5000e+00   3.0000e+01   5.4601e-11   4.4414e-10
3.5000e+08   3.5000e+01   3.0000e+01   4.4699e-08   6.5767e-08
3.5000e+08   3.5000e+02   3.0000e+01   7.4192e-06   2.7912e-05
3.5000e+08   3.5000e+03   3.0000e+01   8.7297e-05   3.6412e-04
3.5000e+08   3.5000e+04   3.0000e+01   2.7790e-04   1.0419e-03
3.5000e+08   6.7000e+02   3.0000e+01   2.0271e-05   7.9276e-05
3.5000e+08   6.7000e+03   3.0000e+01   1.3075e-04   5.2745e-04
3.5000e+08   6.7000e+04   3.0000e+01   3.4417e-04   1.2670e-03
6.7000e+07   1.0000e+02   3.0000e+01   6.2735e-06   7.5171e-06
6.7000e+07   1.0000e+03   3.0000e+01   1.1573e-04   1.9039e-04
6.7000e+07   1.0000e+04   3.0000e+01   3.5006e-04   7.1378e-04
6.7000e+07   1.0000e+05   3.0000e+01   6.1034e-04   1.3689e-03
6.7000e+07   1.9000e+02   3.0000e+01   1.7691e-05   2.2517e-05
6.7000e+07   1.9000e+03   3.0000e+01   1.7437e-04   3.1213e-04
6.7000e+07   1.9000e+04   3.0000e+01   4.2290e-04   8.9215e-04
6.7000e+07   3.5000e+02   3.0000e+01   4.1280e-05   5.7105e-05
6.7000e+07   3.5000e+03   3.0000e+01   2.3582e-04   4.4777e-04
6.7000e+07   3.5000e+04   3.0000e+01   4.9248e-04   1.0668e-03
6.7000e+07   6.7000e+02   3.0000e+01   8.3176e-05   1.2831e-04
6.7000e+07   6.7000e+03   3.0000e+01   3.0551e-04   6.0804e-04
6.7000e+07   6.7000e+04   3.0000e+01   5.6578e-04   1.2542e-03
6.7000e+08   1.0000e+02   3.0000e+01   1.9382e-07   6.2341e-07
6.7000e+08   1.0000e+03   3.0000e+01   1.6029e-05   9.3511e-05
6.7000e+08   1.0000e+04   3.0000e+01   1.1049e-04   5.5431e-04
6.7000e+08   1.0000e+05   3.0000e+01   3.2220e-04   1.3231e-03
6.7000e+08   1.9000e+02   3.0000e+01   8.8274e-07   3.9822e-06
6.7000e+08   1.9000e+03   3.0000e+01   3.0613e-05   1.8331e-04
6.7000e+08   1.9000e+04   3.0000e+01   1.6130e-04   7.4776e-04
6.7000e+08   3.5000e+02   3.0000e+01   3.0274e-06   1.6242e-05
6.7000e+08   3.5000e+03   3.0000e+01   5.1077e-05   2.9625e-04
6.7000e+08   3.5000e+04   3.0000e+01   2.1659e-04   9.4934e-04
6.7000e+08   6.7000e+02   3.0000e+01   9.3065e-06   5.3127e-05
6.7000e+08   6.7000e+03   3.0000e+01   8.3975e-05   4.4659e-04
6.7000e+08   6.7000e+04   3.0000e+01   2.8073e-04   1.1772e-03
1.0000e+07   1.0000e+02   3.5000e+01   4.5930e-05   1.7902e-05
1.0000e+07   1.0000e+03   3.5000e+01   2.3605e-04   1.6913e-04
1.0000e+07   1.0000e+04   3.5000e+01   4.8897e-04   4.4493e-04
1.0000e+07   1.0000e+05   3.5000e+01   7.5862e-04   7.4848e-04
1.0000e+07   1.9000e+02   3.5000e+01   8.6182e-05   4.0705e-05
1.0000e+07   1.9000e+03   3.5000e+01   3.0332e-04   2.3829e-04
1.0000e+07   1.9000e+04   3.5000e+01   5.6348e-04   5.3089e-04
1.0000e+07   3.5000e+02   3.5000e+01   1.3564e-04   7.7197e-05
1.0000e+07   3.5000e+03   3.5000e+01   3.7009e-04   3.1071e-04
1.0000e+07   3.5000e+04   3.5000e+01   6.3517e-04   6.1292e-04
1.0000e+07   6.7000e+02   3.5000e+01   1.9606e-04   1.3047e-04
1.0000e+07   6.7000e+03   3.5000e+01   4.4311e-04   3.9262e-04
1.0000e+07   6.7000e+04   3.5000e+01   7.1163e-04   6.9804e-04
1.0000e+08   1.0000e+02   3.5000e+01   3.8581e-06   5.9552e-06
1.0000e+08   1.0000e+03   3.5000e+01   9.1761e-05   1.8194e-04
1.0000e+08   1.0000e+04   3.5000e+01   3.0448e-04   7.2323e-04
1.0000e+08   1.0000e+05   3.5000e+01   5.4948e-04   1.4225e-03
1.0000e+08   1.9000e+02   3.5000e+01   1.1575e-05   1.8995e-05
1.0000e+08   1.9000e+03   3.5000e+01   1.4346e-04   3.0544e-04
1.0000e+08   1.9000e+04   3.5000e+01   3.7230e-04   9.1168e-04
1.0000e+08   3.5000e+02   3.5000e+01   2.9152e-05   5.0780e-05
1.0000e+08   3.5000e+03   3.5000e+01   1.9896e-04   4.4509e-04
1.0000e+08   3.5000e+04   3.5000e+01   4.3744e-04   1.0974e-03
1.0000e+08   6.7000e+02   3.5000e+01   6.3665e-05   1.1992e-04
1.0000e+08   6.7000e+03   3.5000e+01   2.6310e-04   6.1217e-04
1.0000e+08   6.7000e+04   3.5000e+01   5.0676e-04   1.2982e-03
1.0000e+09   1.0000e+02   3.5000e+01   8.3040e-08   2.6417e-07
1.0000e+09   1.0000e+03   3.5000e+01   9.8339e-06   7.1085e-05
1.0000e+09   1.0000e+04   3.5000e+01   8.4684e-05   4.9166e-04
1.0000e+09   1.0000e+05   3.5000e+01   2.8593e-04   1.2486e-03
1.0000e+09   1.9000e+02   3.5000e+01   4.2598e-07   2.1051e-06
1.0000e+09   1.9000e+03   3.5000e+01   2.0354e-05   1.4950e-04
1.0000e+09   1.9000e+04   3.5000e+01   1.3075e-04   6.7779e-04
1.0000e+09   3.5000e+02   3.5000e+01   1.6150e-06   1.0332e-05
1.0000e+09   3.5000e+03   3.5000e+01   3.5570e-05   2.5102e-04
1.0000e+09   3.5000e+04   3.5000e+01   1.8310e-04   8.7545e-04
1.0000e+09   6.7000e+02   3.5000e+01   5.3473e-06   3.7919e-05
1.0000e+09   6.7000e+03   3.5000e+01   6.1830e-05   3.8982e-04
1.0000e+09   6.7000e+04   3.5000e+01   2.4520e-04   1.1018e-03
1.9000e+07   1.0000e+02   3.5000e+01   2.5357e-05   1.4011e-05
1.9000e+07   1.0000e+03   3.5000e+01   1.9577e-04   1.9078e-04
1.9000e+07   1.0000e+04   3.5000e+01   4.5342e-04   5.6775e-04
1.9000e+07   1.0000e+05   3.5000e+01   7.3375e-04   1.0012e-03
1.9000e+07   1.9000e+02   3.5000e+01   5.5498e-05   3.5485e-05
1.9000e+07   1.9000e+03   3.5000e+01   2.6327e-04   2.8322e-04
1.9000e+07   1.9000e+04   3.5000e+01   5.3075e-04   6.8867e-04
1.9000e+07   3.5000e+02   3.5000e+01   9.8724e-05   7.5146e-05
1.9000e+07   3.5000e+03   3.5000e+01   3.3120e-04   3.8182e-04
1.9000e+07   3.5000e+04   3.5000e+01   6.0525e-04   8.0515e-04
1.9000e+07   6.7000e+02   3.5000e+01   1.5631e-04   1.4051e-04
1.9000e+07   6.7000e+03   3.5000e+01   4.0612e-04   4.9482e-04
1.9000e+07   6.7000e+04   3.5000e+01   6.8477e-04   9.2760e-04
1.9000e+08   1.0000e+02   3.5000e+01   1.6487e-06   3.6561e-06
1.9000e+08   1.0000e+03   3.5000e+01   5.6873e-05   1.5963e-04
1.9000e+08   1.0000e+04   3.5000e+01   2.2578e-04   6.9837e-04
1.9000e+08   1.0000e+05   3.5000e+01   4.5798e-04   1.4450e-03
1.9000e+08   1.9000e+02   3.5000e+01   5.4700e-06   1.3423e-05
1.9000e+08   1.9000e+03   3.5000e+01   9.3863e-05   2.7764e-04
1.9000e+08   1.9000e+04   3.5000e+01   2.8700e-04   8.9538e-04
1.9000e+08   3.5000e+02   3.5000e+01   1.5297e-05   3.9567e-05
1.9000e+08   3.5000e+03   3.5000e+01   1.3657e-04   4.1500e-04
1.9000e+08   3.5000e+04   3.5000e+01   3.4817e-04   1.0927e-03
1.9000e+08   6.7000e+02   3.5000e+01   3.7590e-05   1.0170e-04
1.9000e+08   6.7000e+03   3.5000e+01   1.8979e-04   5.8395e-04
1.9000e+08   6.7000e+04   3.5000e+01   4.1545e-04   1.3091e-03
3.5000e+07   1.0000e+02   3.5000e+01   1.3275e-05   1.0564e-05
3.5000e+07   1.0000e+03   3.5000e+01   1.5654e-04   1.9706e-04
3.5000e+07   1.0000e+04   3.5000e+01   4.0982e-04   6.5990e-04
3.5000e+07   1.0000e+05   3.5000e+01   6.8861e-04   1.2147e-03
3.5000e+07   1.9000e+02   3.5000e+01   3.3261e-05   2.9053e-05
3.5000e+07   1.9000e+03   3.5000e+01   2.2170e-04   3.0786e-04
3.5000e+07   1.9000e+04   3.5000e+01   4.8714e-04   8.1267e-04
3.5000e+07   3.5000e+02   3.5000e+01   6.7562e-05   6.7544e-05
3.5000e+07   3.5000e+03   3.5000e+01   2.8837e-04   4.2854e-04
3.5000e+07   3.5000e+04   3.5000e+01   5.6141e-04   9.6100e-04
3.5000e+07   6.7000e+02   3.5000e+01   1.1926e-04   1.3872e-04
3.5000e+07   6.7000e+03   3.5000e+01   3.6267e-04   5.6868e-04
3.5000e+07   6.7000e+04   3.5000e+01   6.4034e-04   1.1188e-03
3.5000e+08   1.0000e+02   3.5000e+01   6.4867e-07   1.8573e-06
3.5000e+08   1.0000e+03   3.5000e+01   3.2247e-05   1.3020e-04
3.5000e+08   1.0000e+04   3.5000e+01   1.6246e-04   6.4161e-04
3.5000e+08   1.0000e+05   3.5000e+01   3.8670e-04   1.4110e-03
3.5000e+08   1.9000e+02   3.5000e+01   2.4327e-06   8.4045e-06
3.5000e+08   1.9000e+03   3.5000e+01   5.6383e-05   2.3645e-04
3.5000e+08   1.9000e+04   3.5000e+01   2.1909e-04   8.4039e-04
3.5000e+08   3.5000e+02   3.5000e+01   7.4383e-06   2.8034e-05
3.5000e+08   3.5000e+03   3.5000e+01   8.7287e-05   3.6468e-04
3.5000e+08   3.5000e+04   3.5000e+01   2.7789e-04   1.0429e-03
3.5000e+08   6.7000e+02   3.5000e+01   2.0311e-05   7.9554e-05
3.5000e+08   6.7000e+03   3.5000e+01   1.3077e-04   5.2816e-04
3.5000e+08   6.7000e+04   3.5000e+01   3.4418e-04   1.2682e-03
6.7000e+07   1.0000e+02   3.5000e+01   6.2900e-06   7.5580e-06
6.7000e+07   1.0000e+03   3.5000e+01   1.1589e-04   1.9095e-04
6.7000e+07   1.0000e+04   3.5000e+01   3.5023e-04   7.1481e-04
6.7000e+07   1.0000e+05   3.5000e+01   6.1026e-04   1.3709e-03
6.7000e+07   1.9000e+02   3.5000e+01   1.7735e-05   2.2630e-05
6.7000e+07   1.9000e+03   3.5000e+01   1.7454e-04   3.1283e-04
6.7000e+07   1.9000e+04   3.5000e+01   4.2303e-04   8.9328e-04
6.7000e+07   3.5000e+02   3.5000e+01   4.1373e-05   5.7358e-05
6.7000e+07   3.5000e+03   3.5000e+01   2.3600e-04   4.4862e-04
6.7000e+07   3.5000e+04   3.5000e+01   4.9258e-04   1.0681e-03
6.7000e+07   6.7000e+02   3.5000e+01   8.3316e-05   1.2876e-04
6.7000e+07   6.7000e+03   3.5000e+01   3.0570e-04   6.0907e-04
6.7000e+07   6.7000e+04   3.5000e+01   5.6578e-04   1.2558e-03
6.7000e+08   1.0000e+02   3.5000e+01   1.9401e-07   6.2469e-07
6.7000e+08   1.0000e+03   3.5000e+01   1.6051e-05   9.3749e-05
6.7000e+08   1.0000e+04   3.5000e+01   1.1054e-04   5.5477e-04
6.7000e+08   1.0000e+05   3.5000e+01   3.2240e-04   1.3243e-03
6.7000e+08   1.9000e+02   3.5000e+01   8.8393e-07   3.9927e-06
6.7000e+08   1.9000e+03   3.5000e+01   3.0617e-05   1.8359e-04
6.7000e+08   1.9000e+04   3.5000e+01   1.6130e-04   7.4816e-04
6.7000e+08   3.5000e+02   3.5000e+01   3.0323e-06   1.6288e-05
6.7000e+08   3.5000e+03   3.5000e+01   5.1096e-05   2.9665e-04
6.7000e+08   3.5000e+04   3.5000e+01   2.1663e-04   9.4999e-04
6.7000e+08   6.7000e+02   3.5000e+01   9.3193e-06   5.3263e-05
6.7000e+08   6.7000e+03   3.5000e+01   8.4061e-05   4.4705e-04
6.7000e+08   6.7000e+04   3.5000e+01   2.8077e-04   1.1781e-03
1.0000e+07   1.0000e+02   4.0000e+01   4.5963e-05   1.7934e-05
1.0000e+07   1.0000e+03   4.0000e+01   2.3615e-04   1.6930e-04
1.0000e+07   1.0000e+04   4.0000e+01   4.8917e-04   4.4539e-04
1.0000e+07   1.0000e+05   4.0000e+01   7.5890e-04   7.4975e-04
1.0000e+07   1.9000e+02   4.0000e+01   8.6234e-05   4.0768e-05
1.0000e+07   1.9000e+03   4.0000e+01   3.0345e-04   2.3853e-04
1.0000e+07   1.9000e+04   4.0000e+01   5.6369e-04   5.3145e-04
1.0000e+07   3.5000e+02   4.0000e+01   1.3571e-04   7.7297e-05
1.0000e+07   3.5000e+03   4.0000e+01   3.7025e-04   3.1100e-04
1.0000e+07   3.5000e+04   4.0000e+01   6.3540e-04   6.1361e-04
1.0000e+07   6.7000e+02   4.0000e+01   1.9615e-04   1.3061e-04
1.0000e+07   6.7000e+03   4.0000e+01   4.4330e-04   3.9301e-04
1.0000e+07   6.7000e+04   4.0000e+01   7.1181e-04   6.9888e-04
1.0000e+08   1.0000e+02   4.0000e+01   3.8671e-06   5.9829e-06
1.0000e+08   1.0000e+03   4.0000e+01   9.1870e-05   1.8241e-04
1.0000e+08   1.0000e+04   4.0000e+01   3.0454e-04   7.2410e-04
1.0000e+08   1.0000e+05   4.0000e+01   5.4942e-04   1.4241e-03
1.0000e+08   1.9000e+02   4.0000e+01   1.1603e-05   1.9081e-05
1.0000e+08   1.9000e+03   4.0000e+01   1.4357e-04   3.0602e-04
1.0000e+08   1.9000e+04   4.0000e+01   3.7234e-04   9.1261e-04
1.0000e+08   3.5000e+02   4.0000e+01   2.9213e-05   5.0980e-05
1.0000e+08   3.5000e+03   4.0000e+01   1.9906e-04   4.4580e-04
1.0000e+08   3.5000e+04   4.0000e+01   4.3746e-04   1.0985e-03
1.0000e+08   6.7000e+02   4.0000e+01   6.3766e-05   1.2029e-04
1.0000e+08   6.7000e+03   4.0000e+01   2.6319e-04   6.1303e-04
1.0000e+08   6.7000e+04   4.0000e+01   5.0671e-04   1.2993e-03
1.0000e+09   1.0000e+02   4.0000e+01   8.3090e-08   2.6448e-07
1.0000e+09   1.0000e+03   4.0000e+01   9.8462e-06   7.1222e-05
1.0000e+09   1.0000e+04   4.0000e+01   8.4686e-05   4.9208e-04
1.0000e+09   1.0000e+05   4.0000e+01   2.8596e-04   1.2495e-03
1.0000e+09   1.9000e+02   4.0000e+01   4.2632e-07   2.1088e-06
1.0000e+09   1.9000e+03   4.0000e+01   2.0357e-05   1.4965e-04
1.0000e+09   3.5000e+02   4.0000e+01   1.6169e-06   1.0354e-05
1.0000e+09   3.5000e+03   4.0000e+01   3.5610e-05   2.5140e-04
1.0000e+09   3.5000e+04   4.0000e+01   1.8316e-04   8.7593e-04
1.0000e+09   6.7000e+02   4.0000e+01   5.3544e-06   3.8000e-05
1.0000e+09   6.7000e+03   4.0000e+01   6.1856e-05   3.9010e-04
1.0000e+09   6.7000e+04   4.0000e+01   2.4526e-04   1.1023e-03
1.9000e+07   1.0000e+02   4.0000e+01   2.5389e-05   1.4052e-05
1.9000e+07   1.0000e+03   4.0000e+01   1.9590e-04   1.9106e-04
1.9000e+07   1.0000e+04   4.0000e+01   4.5360e-04   5.6834e-04
1.9000e+07   1.0000e+05   4.0000e+01   7.3396e-04   1.0027e-03
1.9000e+07   1.9000e+02   4.0000e+01   5.5554e-05   3.5573e-05
1.9000e+07   1.9000e+03   4.0000e+01   2.6342e-04   2.8358e-04
1.9000e+07   1.9000e+04   4.0000e+01   5.3097e-04   6.8939e-04
1.9000e+07   3.5000e+02   4.0000e+01   9.8810e-05   7.5303e-05
1.9000e+07   3.5000e+03   4.0000e+01   3.3138e-04   3.8228e-04
1.9000e+07   3.5000e+04   4.0000e+01   6.0555e-04   8.0615e-04
1.9000e+07   6.7000e+02   4.0000e+01   1.5642e-04   1.4075e-04
1.9000e+07   6.7000e+03   4.0000e+01   4.0633e-04   4.9542e-04
1.9000e+07   6.7000e+04   4.0000e+01   6.8515e-04   9.2899e-04
1.9000e+08   1.0000e+02   4.0000e+01   1.6527e-06   3.6730e-06
1.9000e+08   1.0000e+03   4.0000e+01   5.6937e-05   1.6004e-04
1.9000e+08   1.0000e+04   4.0000e+01   2.2580e-04   6.9915e-04
1.9000e+08   1.0000e+05   4.0000e+01   4.5795e-04   1.4465e-03
1.9000e+08   1.9000e+02   4.0000e+01   5.4830e-06   1.3483e-05
1.9000e+08   1.9000e+03   4.0000e+01   9.3861e-05   2.7812e-04
1.9000e+08   1.9000e+04   4.0000e+01   2.8699e-04   8.9619e-04
1.9000e+08   3.5000e+02   4.0000e+01   1.5333e-05   3.9727e-05
1.9000e+08   3.5000e+03   4.0000e+01   1.3661e-04   4.1562e-04
1.9000e+08   3.5000e+04   4.0000e+01   3.4814e-04   1.0936e-03
1.9000e+08   6.7000e+02   4.0000e+01   3.7652e-05   1.0202e-04
